uin,acd_institute_name,acd_institute_type,acd_department,acd_position,acd_city,acd_state,acd_country,acd_postal_code,acd_tenure_from_date,acd_tenure_to_date,acd_association_level,acd_source_url1,acd_source_url2,acd_source_url3,acd_processed_date_timestamp,acd_inserted_date_timestamp,acd_updated_timestamp,acd_delete_flag_timestamp
MH044255,,,,,,,,,,,,,,,,,,
MH044273,,,,,,,,,,,,,,,,,,
MH044427,,,,,,,,,,,,,,,,,,
MH044432,,,,,,,,,,,,,,,,,,
MH045245,,,,,,,,,,,,,,,,,,
MH045953,,,,,,,,,,,,,,,,,,
MH046643,,,,,,,,,,,,,,,,,,
MH047012,,,,,,,,,,,,,,,,,,
MH047017,,,,,,,,,,,,,,,,,,
MH047737,,,,,,,,,,,,,,,,,,
MH047739,,,,,,,,,,,,,,,,,,
MH047841,,,,,,,,,,,,,,,,,,
MH047875,,,,,,,,,,,,,,,,,,
MH048208,,,,,,,,,,,,,,,,,,
MH048280,,,,,,,,,,,,,,,,,,
MH048474,,,,,,,,,,,,,,,,,,
MH049154,,,,,,,,,,,,,,,,,,
MH049193,,,,,,,,,,,,,,,,,,
MH049256,,,,,,,,,,,,,,,,,,
MH049270,,,,,,,,,,,,,,,,,,
MH049275,,,,,,,,,,,,,,,,,,
MH049552,,,,,,,,,,,,,,,,,,
MH049590,,,,,,,,,,,,,,,,,,
MH049704,,,,,,,,,,,,,,,,,,
MH049708,Terna Medical College,Academic,Department of Medicine,Assistant Professor,Navi Mumbai,Maharashtra ,India,400706.0,2021.0,,National,https://www.linkedin.com/in/dr-jagruti-jain-27346295/details/experience/,,,2025-04-01 10:35:43,2025-04-01 10:35:43,,
MH050101,,,,,,,,,,,,,,,,,,
MH050119,,,,,,,,,,,,,,,,,,
MH050133,,,,,,,,,,,,,,,,,,
MH050198,,,,,,,,,,,,,,,,,,
MH050372,,,,,,,,,,,,,,,,,,
MH050386,,,,,,,,,,,,,,,,,,
MH050573,,,,,,,,,,,,,,,,,,
MH050829,,,,,,,,,,,,,,,,,,
MH050832,,,,,,,,,,,,,,,,,,
MH051021,,,,,,,,,,,,,,,,,,
MH051106,,,,,,,,,,,,,,,,,,
MH051118,,,,,,,,,,,,,,,,,,
MH051174,,,,,,,,,,,,,,,,,,
MH051302,"TNMC & BYL Nair Ch. Hospital, Mumbai",Academic,Department of Cardiology,Assistant Professor,Mumbai,Maharashtra,India,400008.0,,,National,https://www.facebook.com/chetan.bhandarkar.9/,,,2025-03-21 10:31:13,2025-03-21 10:31:13,,
MH051320,,,,,,,,,,,,,,,,,,
MH051522,,,,,,,,,,,,,,,,,,
MH051535,Seth GS Medical College & KEM Hospital,Academic,Department of Endocrinology,Assistant Professor,Mumbai,Maharashtra,India,400012.0,2020.0,2025.0,National,https://www.linkedin.com/in/dr-vikrant-gosavi-b9738710b/?originalSubdomain=in,,,2025-03-22 18:50:34,2025-03-22 18:50:34,,
MH051567,,,,,,,,,,,,,,,,,,
MH051573,,,,,,,,,,,,,,,,,,
MH051621,,,,,,,,,,,,,,,,,,
MH051665,,,,,,,,,,,,,,,,,,
MH051855,,,,,,,,,,,,,,,,,,
MH051889,,,,,,,,,,,,,,,,,,
MH051892,,,,,,,,,,,,,,,,,,
MH052115,S Nijalingappa Medical College Bagalkot,Academic,,Assistant Professor,Bagalkot,Karnataka,India,587103.0,,,National,https://www.linkedin.com/in/shrinivas-patil-34689a58/,,,2025-03-28 10:21:26,2025-03-28 10:21:26,,
MH052156,,,,,,,,,,,,,,,,,,
MH052467,,,,,,,,,,,,,,,,,,
MH052502,,,,,,,,,,,,,,,,,,
MH052551,,,,,,,,,,,,,,,,,,
MH052585,,,,,,,,,,,,,,,,,,
MH052587,NSCB Medical College,Academic,Department of Cardiology,Professor,Jabalpur,Madhya Pradesh,India,482003.0,,,National,https://www.linkedin.com/in/dr-vikas-mishra-20b64b16/,,,2025-03-24 10:04:52,2025-03-24 10:04:52,,
MH052587,Netaji Subhash Chandra Bose Medical College Jabalpur,Academic,Department of Cardiology,Professor,Jabalpur,Madhya Pradesh,India,482003.0,,,National,https://www.researchgate.net/profile/Vikas-Mishra-17,,,2025-03-24 10:04:52,2025-03-24 10:04:52,,
MH052630,,,,,,,,,,,,,,,,,,
MH052810,,,,,,,,,,,,,,,,,,
MH052970,,,,,,,,,,,,,,,,,,
MH053081,,,,,,,,,,,,,,,,,,
MH053087,Topiwala National Medical College And Bai Yamunabai Laxman Nair Charitable Hospital,Academic,Department of General Medicine,Assistant Professor,Mumbai,Maharashtra,India,400008.0,,,National,https://tnmcnair.edu.in/faculty.php,,,2025-06-03 10:35:30,2025-06-03 10:35:30,,
MH053173,,,,,,,,,,,,,,,,,,
MH053191,,,,,,,,,,,,,,,,,,
MH053314,,,,,,,,,,,,,,,,,,
MH053474,,,,,,,,,,,,,,,,,,
MH054537,Mahatma Gandhi Institute of Medical Sciences,Academic,Department of Medicine,Assistant Professor,Wardha,Maharashtra,India,442102.0,,,National,https://www.researchgate.net/profile/Sachin-Agrawal-11,,,2025-06-03 10:56:14,2025-06-03 10:56:14,,
MH054738,,,,,,,,,,,,,,,,,,
MH054739,,,,,,,,,,,,,,,,,,
MH055151,,,,,,,,,,,,,,,,,,
MH055425,,,,,,,,,,,,,,,,,,
MH055455,,,,,,,,,,,,,,,,,,
MH055569,,,,,,,,,,,,,,,,,,
MH055580,,,,,,,,,,,,,,,,,,
MH055811,,,,,,,,,,,,,,,,,,
MH055814,,,,,,,,,,,,,,,,,,
MH055975,,,,,,,,,,,,,,,,,,
MH056425,,,,,,,,,,,,,,,,,,
MH056490,,,,,,,,,,,,,,,,,,
MH056540,,,,,,,,,,,,,,,,,,
MH056671,,,,,,,,,,,,,,,,,,
MH056732,,,,,,,,,,,,,,,,,,
MH056941,,,,,,,,,,,,,,,,,,
MH056995,,,,,,,,,,,,,,,,,,
MH057171,,,,,,,,,,,,,,,,,,
MH057178,King Edward Memorial Hospital and Seth Gordhandas Sunderdas Medical College,Academic,Department of Endocrinology,Bonded Assistant Professor,Mumbai,Maharashtra,India,400012.0,2021.0,,National,https://www.kem.edu/gsmckemh/endocrinology/,,,2025-03-17 15:50:39,2025-03-17 15:50:39,,
MH057366,,,,,,,,,,,,,,,,,,
MH057409,Rajiv Gandhi Medical College,Academic,Department of Cardiology,Lecturer,Mumbai,Maharashtra,India,400605.0,2017.0,,National,https://www.facebook.com/piyush.kalantri.9/about_work_and_education,,,2025-04-05 17:09:27,2025-04-05 17:09:27,,
MH057442,,,,,,,,,,,,,,,,,,
MH057475,,,,,,,,,,,,,,,,,,
MH057479,,,,,,,,,,,,,,,,,,
MH057552,,,,,,,,,,,,,,,,,,
MH057662,,,,,,,,,,,,,,,,,,
MH057731,,,,,,,,,,,,,,,,,,
MH057788,,,,,,,,,,,,,,,,,,
MH057792,,,,,,,,,,,,,,,,,,
MH057920,,,,,,,,,,,,,,,,,,
MH057924,,,,,,,,,,,,,,,,,,
MH057945,,,,,,,,,,,,,,,,,,
MH058085,,,,,,,,,,,,,,,,,,
MH058103,,,,,,,,,,,,,,,,,,
MH058135,,,,,,,,,,,,,,,,,,
MH058157,,,,,,,,,,,,,,,,,,
MH058233,,,,,,,,,,,,,,,,,,
MH058345,,,,,,,,,,,,,,,,,,
MH058375,,,,,,,,,,,,,,,,,,
MH058394,,,,,,,,,,,,,,,,,,
MH058407,,,,,,,,,,,,,,,,,,
MH058409,Government Medical College,Academic,Department of Medicine,Assistant Professor,Nagpur,Maharashtra,India,440003.0,2013.0,2015.0,National,https://www.practo.com/mumbai/doctor/harsh-parekh-endocrinologist,,,2025-03-27 16:50:15,2025-03-27 16:50:15,,
MH058625,,,,,,,,,,,,,,,,,,
MH058674,Dr. Vasantrao Pawar Medical College,Academic,Department of Medicine,Assistant Professor,Nashik,Maharashtra ,India,422207.0,2015.0,2018.0,National,https://www.practo.com/nashik/doctor/pawar-hiralal-cardiologist,,,2025-04-01 18:45:39,2025-04-01 18:45:39,,
MH058674,Government Medical College & Hospital Aurangabad,Academic,Department of Cardiology ,Assistant Professor,Chhatrapati Sambhaji Nagar,Maharashtra ,India,431004.0,2009.0,2012.0,National,https://www.practo.com/nashik/doctor/pawar-hiralal-cardiologist,,,2025-04-01 18:08:04,2025-04-01 18:08:04,,
MH058688,,,,,,,,,,,,,,,,,,
MH058786,,,,,,,,,,,,,,,,,,
MH058842,,,,,,,,,,,,,,,,,,
MH058859,Grant Medical College,Academic,,Assistant Professor,Mumbai,Maharashtra,India,400008.0,,,National,https://rhythmhospital.org/,,,2025-04-03 11:08:17,2025-04-03 11:08:17,,
MH058925,,,,,,,,,,,,,,,,,,
MH059042,,,,,,,,,,,,,,,,,,
MH059052,,,,,,,,,,,,,,,,,,
MH059065,,,,,,,,,,,,,,,,,,
MH059078,,,,,,,,,,,,,,,,,,
MH059172,Mahatma Gandhi Institute of Medical Sciences,Academic,Department of Medicine,Assistant Professor,Wardha,Maharashtra ,India,442102.0,,,National,https://www.linkedin.com/in/dr-harshal-pawade-32a8ab58/,,,2025-04-02 12:58:01,2025-04-02 12:58:01,,
MH059174,,,,,,,,,,,,,,,,,,
MH059177,,,,,,,,,,,,,,,,,,
MH059206,Dr. Vaishampayan Memorial Medical College,Academic,Department of General Medicine,Assistant Professor,Solapur,Maharashtra,India,413003.0,,,National,https://www.facebook.com/rajan.talele/,,,2025-04-04 13:59:38,2025-04-04 13:59:38,,
MH059347,,,,,,,,,,,,,,,,,,
MH059490,Seth GS Medical College & KEM Hospital,Academic,Department of Cardiology,Associate Professor,Mumbai,Maharashtra,India,400012.0,,,National,https://www.livontaglobal.com/doctor/dr-charan-p-lanjewar/,,,2025-03-20 15:52:45,2025-03-20 15:52:45,,
MH059490,Seth GS Medical College & KEM Hospital,Academic,Department of Cardiology,Professor,Mumbai,Maharashtra,India,400012.0,,,National,https://sites.google.com/view/cidrimheartclinic/home?pli=1,,,2025-03-20 15:52:45,2025-03-20 15:52:45,,
MH059560,,,,,,,,,,,,,,,,,,
MH059685,,,,,,,,,,,,,,,,,,
MH059692,,,,,,,,,,,,,,,,,,
MH059696,,,,,,,,,,,,,,,,,,
MH059902,,,,,,,,,,,,,,,,,,
MH059906,,,,,,,,,,,,,,,,,,
MH060799,,,,,,,,,,,,,,,,,,
MH061373,,,,,,,,,,,,,,,,,,
MH062204,,,,,,,,,,,,,,,,,,
MH062237,,,,,,,,,,,,,,,,,,
MH062252,,,,,,,,,,,,,,,,,,
MH062303,,,,,,,,,,,,,,,,,,
MH062405,,,,,,,,,,,,,,,,,,
MH062595,,,,,,,,,,,,,,,,,,
MH062751,,,,,,,,,,,,,,,,,,
MH062811,,,,,,,,,,,,,,,,,,
MH063111,,,,,,,,,,,,,,,,,,
MH063230,,,,,,,,,,,,,,,,,,
MH063771,,,,,,,,,,,,,,,,,,
MH063773,,,,,,,,,,,,,,,,,,
MH063786,MVP's Dr. Vasantrao Pawar Medical college,Academic,Department of Cardiology,Assistant Professor,Nashik,Maharashtra,India,422003.0,2013.0,2015.0,National,https://www.facebook.com/rajdatt.deore,,,2025-04-05 14:07:09,2025-04-05 14:07:09,,
MH064440,,,,,,,,,,,,,,,,,,
MH064539,,,,,,,,,,,,,,,,,,
MH064874,,,,,,,,,,,,,,,,,,
MH064977,,,,,,,,,,,,,,,,,,
MH065130,,,,,,,,,,,,,,,,,,
MH065187,,,,,,,,,,,,,,,,,,
MH065284,,,,,,,,,,,,,,,,,,
MH065649,Government Medical College Hospital,Academic,Department of Cardiology ,Assistant Professor,Nagpur,Maharashtra ,India,440009.0,2016.0,2017.0,National,https://www.linkedin.com/in/dr-pritesh-pawar-51157a1ba/details/experience/,,,2025-04-01 12:30:49,2025-04-01 12:30:49,,
MH065725,Dr. Ulhas Patil Medical College,Academic,Department of Internal Medicine,Assistant Professor,Jalgaon,Maharashtra,India,425309.0,,,National,https://indore.kokilabenhospital.com/professionals/prashant-ulhaskaduskar.html,,,2025-03-20 17:30:51,2025-03-20 17:30:51,,
MH065725,Jawaharlal Nehru Medical College,Academic,Department of Internal Medicine,Assistant Professor,Belgaum,Karnataka,India,590010.0,,,National,https://indore.kokilabenhospital.com/professionals/prashant-ulhaskaduskar.html,,,2025-03-20 17:19:15,2025-03-20 17:19:15,,
MH065725,Jawaharlal Nehru Medical College,Academic,Department of Internal Medicine,Lecturer,Belgaum,Karnataka,India,590010.0,,,National,https://indore.kokilabenhospital.com/professionals/prashant-ulhaskaduskar.html,,,2025-03-20 17:14:43,2025-03-20 17:14:43,,
MH065960,,,,,,,,,,,,,,,,,,
MH065965,,,,,,,,,,,,,,,,,,
MH066201,,,,,,,,,,,,,,,,,,
MH066228,,,,,,,,,,,,,,,,,,
MH066506,,,,,,,,,,,,,,,,,,
MH066639,,,,,,,,,,,,,,,,,,
MH066874,,,,,,,,,,,,,,,,,,
MH066903,,,,,,,,,,,,,,,,,,
MH067080,,,,,,,,,,,,,,,,,,
MH067104,,,,,,,,,,,,,,,,,,
MH067163,,,,,,,,,,,,,,,,,,
MH067265,,,,,,,,,,,,,,,,,,
MH067814,,,,,,,,,,,,,,,,,,
MH067936,,,,,,,,,,,,,,,,,,
MH068065,,,,,,,,,,,,,,,,,,
MH068134,,,,,,,,,,,,,,,,,,
MH068307,,,,,,,,,,,,,,,,,,
MH068371,,,,,,,,,,,,,,,,,,
MH068503,,,,,,,,,,,,,,,,,,
MH068511,Grant Medical College,Academic,Department of Cardiology,Assistant Professor,Mumbai,Maharashtra,India,400008.0,,,National,https://www.worldwidejournals.com/global-journal-for-research-analysis-GJRA/recent_issues_pdf/2020/April/balloon-mitral-valvotomy-in-pregnant-women-maternal-and-fetal-outcomes_April_2020_1587389662_5103346.pdf,,,2025-03-25 09:57:12,2025-03-25 09:57:12,,
MH068521,,,,,,,,,,,,,,,,,,
MH068625,,,,,,,,,,,,,,,,,,
MH069067,"Government Medical College, Nagpur",Academic,Department of Cardiology,Assistant Professor,Nagpur,Maharashtra,India,440003.0,2019.0,2020.0,National,https://www.linkedin.com/in/piyush-choudalwar-58035718/,,,2025-04-05 13:08:28,2025-04-05 13:08:28,,
MH069067,Indira Gandhi Government Medical College,Academic,Department of Cardiology,Assistant Professor,Nagpur,Maharashtra,India,440018.0,2015.0,2016.0,National,https://www.linkedin.com/in/piyush-choudalwar-58035718/,,,2025-04-05 13:08:28,2025-04-05 13:08:28,,
MH069087,,,,,,,,,,,,,,,,,,
MH069144,,,,,,,,,,,,,,,,,,
MH069205,,,,,,,,,,,,,,,,,,
MH069358,,,,,,,,,,,,,,,,,,
MH069392,Topiwala National Medical College,Academic,Department of Cardiology,Assistant Professor,Mumbai,Maharashtra,India,400008.0,,,National,https://tnmcnair.edu.in/faculty/dr-sandeep-kamat,,,2025-06-02 09:21:32,2025-06-02 09:21:32,,
MH069491,,,,,,,,,,,,,,,,,,
MH069784,,,,,,,,,,,,,,,,,,
MH069854,,,,,,,,,,,,,,,,,,
MH069871,,,,,,,,,,,,,,,,,,
MH069932,,,,,,,,,,,,,,,,,,
MH070129,,,,,,,,,,,,,,,,,,
MH070220,,,,,,,,,,,,,,,,,,
MH070243,,,,,,,,,,,,,,,,,,
MH070282,,,,,,,,,,,,,,,,,,
MH070374,Topiwala National Medical College,Academic,Department of Endocrinology  ,Assistant Professor,Mumbai,Maharashtra,India,400008.0,2011.0,,National,https://www.linkedin.com/in/ameya-joshi-35610917/,,,2025-03-26 17:32:13,2025-03-26 17:32:13,,
MH070491,,,,,,,,,,,,,,,,,,
MH070647,,,,,,,,,,,,,,,,,,
MH070670,,,,,,,,,,,,,,,,,,
MH070705,,,,,,,,,,,,,,,,,,
MH071407,,,,,,,,,,,,,,,,,,
MH071490,,,,,,,,,,,,,,,,,,
MH071592,,,,,,,,,,,,,,,,,,
MH071631,,,,,,,,,,,,,,,,,,
MH071718,,,,,,,,,,,,,,,,,,
MH071901,,,,,,,,,,,,,,,,,,
MH071968,,,,,,,,,,,,,,,,,,
MH071977,,,,,,,,,,,,,,,,,,
MH072085,,,,,,,,,,,,,,,,,,
MH072087,,,,,,,,,,,,,,,,,,
MH072340,,,,,,,,,,,,,,,,,,
MH072565,,,,,,,,,,,,,,,,,,
MH072653,,,,,,,,,,,,,,,,,,
MH072672,,,,,,,,,,,,,,,,,,
MH072752,,,,,,,,,,,,,,,,,,
MH072809,,,,,,,,,,,,,,,,,,
MH072903,,,,,,,,,,,,,,,,,,
MH072974,,,,,,,,,,,,,,,,,,
MH073037,,,,,,,,,,,,,,,,,,
MH073039,,,,,,,,,,,,,,,,,,
MH073267,Dr. D. Y. Patil Medical College,Academic,Department of Cardiology,Assistant Professor,Pimpri-Chinchwad,Maharashtra ,India,411018.0,,2018.0,National,https://www.linkedin.com/in/dr-ajit-jadhav-md-med-dnb-cardiology-fscai-b8a1a547,,,2025-06-18 09:18:26,2025-06-18 09:18:26,,
MH073338,,,,,,,,,,,,,,,,,,
MH073431,,,,,,,,,,,,,,,,,,
MH073512,,,,,,,,,,,,,,,,,,
MH073661,,,,,,,,,,,,,,,,,,
MH074445,,,,,,,,,,,,,,,,,,
MH074480,,,,,,,,,,,,,,,,,,
MH074537,,,,,,,,,,,,,,,,,,
MH074545,,,,,,,,,,,,,,,,,,
MH074642,,,,,,,,,,,,,,,,,,
MH074709,,,,,,,,,,,,,,,,,,
MH075024,,,,,,,,,,,,,,,,,,
MH075133,,,,,,,,,,,,,,,,,,
MH075146,,,,,,,,,,,,,,,,,,
MH075155,,,,,,,,,,,,,,,,,,
MH075188,,,,,,,,,,,,,,,,,,
MH075264,,,,,,,,,,,,,,,,,,
MH075441,,,,,,,,,,,,,,,,,,
MH075476,,,,,,,,,,,,,,,,,,
MH075487,,,,,,,,,,,,,,,,,,
MH075574,,,,,,,,,,,,,,,,,,
MH075994,,,,,,,,,,,,,,,,,,
MH076117,,,,,,,,,,,,,,,,,,
MH076476,,,,,,,,,,,,,,,,,,
MH076484,,,,,,,,,,,,,,,,,,
MH076611,,,,,,,,,,,,,,,,,,
MH076746,,,,,,,,,,,,,,,,,,
MH076817,Dr. Shankarrao Chavan Government Medical College,Academic,Department of General Medicine,Assistant professor,Nanded,Maharashtra,India,431606.0,,,National,https://www.parbhaniicu.com/kubde.html,,,2025-03-26 17:29:19,2025-03-26 17:29:19,,
MH076817,Government Medical College Parbhani,Academic,Department of General Medicine,Assistant professor,Parbhani,Maharashtra,India,431401.0,,,National,https://www.parbhaniicu.com/kubde.html,,,2025-03-26 17:29:19,2025-03-26 17:29:19,,
MH077015,,,,,,,,,,,,,,,,,,
MH077229,,,,,,,,,,,,,,,,,,
MH077437,,,,,,,,,,,,,,,,,,
MH077606,,,,,,,,,,,,,,,,,,
MH077683,,,,,,,,,,,,,,,,,,
MH077692,,,,,,,,,,,,,,,,,,
MH077780,,,,,,,,,,,,,,,,,,
MH077781,,,,,,,,,,,,,,,,,,
MH077969,,,,,,,,,,,,,,,,,,
MH077977,,,,,,,,,,,,,,,,,,
MH078075,,,,,,,,,,,,,,,,,,
MH078089,,,,,,,,,,,,,,,,,,
MH078189,,,,,,,,,,,,,,,,,,
MH078296,,,,,,,,,,,,,,,,,,
MH078321,,,,,,,,,,,,,,,,,,
MH078373,,,,,,,,,,,,,,,,,,
MH078598,,,,,,,,,,,,,,,,,,
MH078623,,,,,,,,,,,,,,,,,,
MH078765,,,,,,,,,,,,,,,,,,
MH079271,Bharati Vidyapeeth Deemed University Medical College,Academic,Department of Endocrinology,Assistant Professor,Pune,Maharashtra,India,411043.0,2021.0,,National,https://www.linkedin.com/in/piyush-lodha-919511125/details/experience/,,,2025-04-05 18:58:09,2025-04-05 18:58:09,,
MH079552,,,,,,,,,,,,,,,,,,
MH079751,,,,,,,,,,,,,,,,,,
MH079822,,,,,,,,,,,,,,,,,,
MH079875,,,,,,,,,,,,,,,,,,
MH080384,,,,,,,,,,,,,,,,,,
MH080387,,,,,,,,,,,,,,,,,,
MH080479,,,,,,,,,,,,,,,,,,
MH080480,,,,,,,,,,,,,,,,,,
MH080481,,,,,,,,,,,,,,,,,,
MH080482,,,,,,,,,,,,,,,,,,
MH081475,,,,,,,,,,,,,,,,,,
MH081566,,,,,,,,,,,,,,,,,,
MH081567,,,,,,,,,,,,,,,,,,
MH081576,,,,,,,,,,,,,,,,,,
MH081577,,,,,,,,,,,,,,,,,,
MH082128,,,,,,,,,,,,,,,,,,
MH082159,,,,,,,,,,,,,,,,,,
MH082183,,,,,,,,,,,,,,,,,,
MH082184,,,,,,,,,,,,,,,,,,
MH082271,,,,,,,,,,,,,,,,,,
MH082585,,,,,,,,,,,,,,,,,,
MH082782,,,,,,,,,,,,,,,,,,
MH083039,RCSM college and CPR hospital,Academic,Department of Cardiology,Assistant professor,Kolhapur,Maharashtra,India,416003.0,2021.0,,National,https://www.linkedin.com/in/kuldeep-totawar-b8ba6177/?originalSubdomain=in,,,2025-03-21 13:29:55,2025-03-21 13:29:55,,
MH083052,,,,,,,,,,,,,,,,,,
MH083057,,,,,,,,,,,,,,,,,,
MH083205,,,,,,,,,,,,,,,,,,
MH083341,,,,,,,,,,,,,,,,,,
MH083378,,,,,,,,,,,,,,,,,,
MH083392,,,,,,,,,,,,,,,,,,
MH083437,,,,,,,,,,,,,,,,,,
MH083523,,,,,,,,,,,,,,,,,,
MH083579,,,,,,,,,,,,,,,,,,
MH083600,,,,,,,,,,,,,,,,,,
MH084402,,,,,,,,,,,,,,,,,,
MH088238,,,,,,,,,,,,,,,,,,
MH088337,,,,,,,,,,,,,,,,,,
MH088717,,,,,,,,,,,,,,,,,,
MH088914,,,,,,,,,,,,,,,,,,
MH088915,,,,,,,,,,,,,,,,,,
MH088984,,,,,,,,,,,,,,,,,,
MH089566,,,,,,,,,,,,,,,,,,
MH090364,,,,,,,,,,,,,,,,,,
MH090366,,,,,,,,,,,,,,,,,,
MH098147,,,,,,,,,,,,,,,,,,
MH098334,,,,,,,,,,,,,,,,,,
MH098444,,,,,,,,,,,,,,,,,,
MH098451,,,,,,,,,,,,,,,,,,
MH098452,,,,,,,,,,,,,,,,,,
MH098454,,,,,,,,,,,,,,,,,,
MH098455,,,,,,,,,,,,,,,,,,
MH098458,,,,,,,,,,,,,,,,,,
MH098459,,,,,,,,,,,,,,,,,,
MH098505,,,,,,,,,,,,,,,,,,
MH099789,,,,,,,,,,,,,,,,,,
MH476424,,,,,,,,,,,,,,,,,,
MH479307,,,,,,,,,,,,,,,,,,
MH487191,,,,,,,,,,,,,,,,,,
MH488763,,,,,,,,,,,,,,,,,,
MH489194,,,,,,,,,,,,,,,,,,
MH490288,,,,,,,,,,,,,,,,,,
MH490289,,,,,,,,,,,,,,,,,,
MH492053,,,,,,,,,,,,,,,,,,
MH492088,,,,,,,,,,,,,,,,,,
MH492635,,,,,,,,,,,,,,,,,,
MH493254,,,,,,,,,,,,,,,,,,
MH494873,,,,,,,,,,,,,,,,,,
MH494933,,,,,,,,,,,,,,,,,,
MH495031,,,,,,,,,,,,,,,,,,
MH495330,,,,,,,,,,,,,,,,,,
MH495512,,,,,,,,,,,,,,,,,,
MH495652,,,,,,,,,,,,,,,,,,
ML000060,,,,,,,,,,,,,,,,,,
ML000183,,,,,,,,,,,,,,,,,,
ML000184,,,,,,,,,,,,,,,,,,
ML000254,,,,,,,,,,,,,,,,,,
ML000266,North Eastern Indira Gandhi Regional Institute of Health & Medical Sciences,Academic,Department of Cardiology ,Associate Professor,Shillong,Meghalaya,India,793018.0,2007.0,2025.0,National,https://www.linkedin.com/in/dr-manish-kapoor-40632433,,,2025-04-09 10:13:51,2025-04-09 10:13:51,,
ML001257,,,,,,,,,,,,,,,,,,
ML001399,,,,,,,,,,,,,,,,,,
ML001505,,,,,,,,,,,,,,,,,,
MN000055,"Jawaharlal Nehru Institute of Medical Sciences, Imphal",Academic,Department of Internal Medicine,Assistant Professor,Imphal,Manipur,India,795004.0,,,National,https://journals.lww.com/ajim/abstract/2021/11010/outbreak_of_scrub_typhus_in_manipur_experience_at.4.aspx,,,2025-03-25 12:03:53,2025-03-25 12:03:53,,
MN000073,,,,,,,,,,,,,,,,,,
MN000193,Regional Institute of Medical Sciences,Academic,,Professor,Imphal,Manipur,India,795004.0,2021.0,2025.0,National,https://www.linkedin.com/in/salam-ranabir-18260422,,,2025-04-15 17:40:43,2025-04-15 17:40:43,,
MN000273,Regional Institute of Medical Sciences,Academic,Department of Cardio-Thoracic Surgery,Associate Professor,Imphal,Manipur,India,795004.0,,,National,https://www.linkedin.com/in/chito-thokchom-4b377898/?originalSubdomain=in,,,2025-03-22 10:22:03,2025-03-22 10:22:03,,
MN000273,Regional Institute of Medical Sciences,Academic,Department of Cardio-Thoracic Surgery,Professor,Imphal,Manipur,India,795004.0,,,National,https://www.rims.edu.in/secure/surgery/,,,2025-03-22 10:22:03,2025-03-22 10:22:03,,
MN000273,Regional Institute of Medical Sciences,Academic,Department of Cardio-Thoracic Surgery,Assistant Professor,Imphal,Manipur,India,795004.0,,,National,https://www.rims.edu.in/Departments/cardio.htm,,,2025-03-22 10:22:03,2025-03-22 10:22:03,,
MN000291,Jawaharlal Nehru Institute of Medical Sciences,Academic,Department of Medicine,Assistant Professor,Imphal,Manipur,India,795001.0,,,National,https://jemds.com/data_pdf/Rajendra%20Singh%20%20%20-vij..Sud...pdf https://jnims.nic.in/wp-content/uploads/2022/01/medicine.pdf,,,2025-06-02 09:02:27,2025-06-02 09:02:27,,
MN000294,,,,,,,,,,,,,,,,,,
MN000449,Regional Institute of Medical Sciences,Academic,Department of Cardiology,Assistant Professor,Imphal,Manipur,India,795004.0,,,National,https://www.researchgate.net/profile/Dhanachandra-Nameirakpam,,,2025-03-09 16:00:00,2025-03-09 16:00:00,,
MN001517,Regional Institute of Medical Sciences,Academic,Department of Internal Medicine,Professor,Imphal,Manipur,India,795004.0,,,National,https://rims.edu.in/Departments/medicine.htm,,,2025-03-24 11:52:26,2025-03-24 11:52:26,,
MN001546,,,,,,,,,,,,,,,,,,
MN001549,,,,,,,,,,,,,,,,,,
MN001614,,,,,,,,,,,,,,,,,,
MN001706,,,,,,,,,,,,,,,,,,
MN001966,,,,,,,,,,,,,,,,,,
MN002211,,,,,,,,,,,,,,,,,,
MN002441,Jawaharlal Nehru Institute of Medical Sciences,Academic,Department of Medicine,Assistant Professor,Imphal,Manipur,India,795004.0,2015.0,,National,"https://www.jemds.com/data_pdf/abujam%20indrajit%20singh-feb-26-.pdf
https://jnims.nic.in/wp-content/uploads/2024/02/detail-regular-list.pdf",,,2025-03-09 14:00:00,2025-03-09 14:00:00,,
MN002469,,,,,,,,,,,,,,,,,,
MN002620,,,,,,,,,,,,,,,,,,
MN002879,,,,,,,,,,,,,,,,,,
MN002955,,,,,,,,,,,,,,,,,,
MN035555,,,,,,,,,,,,,,,,,,
MP000087,,,,,,,,,,,,,,,,,,
MP000145,,,,,,,,,,,,,,,,,,
MP000325,,,,,,,,,,,,,,,,,,
MP000428,,,,,,,,,,,,,,,,,,
MP000709,,,,,,,,,,,,,,,,,,
MP001133,,,,,,,,,,,,,,,,,,
MP001322,,,,,,,,,,,,,,,,,,
MP001485,,,,,,,,,,,,,,,,,,
MP001499,,,,,,,,,,,,,,,,,,
MP001615,,,,,,,,,,,,,,,,,,
MP001802,,,,,,,,,,,,,,,,,,
MP001815,,,,,,,,,,,,,,,,,,
MP001818,,,,,,,,,,,,,,,,,,
MP001831,,,,,,,,,,,,,,,,,,
MP001834,,,,,,,,,,,,,,,,,,
MP001853,,,,,,,,,,,,,,,,,,
MP001984,,,,,,,,,,,,,,,,,,
MP002007,,,,,,,,,,,,,,,,,,
MP002054,,,,,,,,,,,,,,,,,,
MP002072,,,,,,,,,,,,,,,,,,
